production_cost;Genre_1;Genre_2;Genre_3;id;original_language;Title;popularity;Production_Companies;release_date;WorldwideBox_office;runtime;title2;vote_average;vote_count;Cast;Director;DomesticBox_office;InternationalBox_office;IMDB_Rating;Metascore;Year;Month
40000000; Action; Adventure; Drama;11370;en;The Musketeer;3296933;Crystal Sky Worldwide;07/09/2001 00:00;27053815;104;The Musketeer;52;56;;;;;;;2001;9
35000000; Drama;;;12184;en;The Other Boleyn Girl;22939557;Columbia Pictures;28/02/2008 00:00;0;115;The Other Boleyn Girl;64;477;;;;;;;2008;2
40000000; Drama; Romance;;1921;en;Sweet November;19372805;Bel Air Entertainment;16/02/2001 00:00;65754228;119;Sweet November;64;278;;;;;;;2001;2
40000000; Horror;;;1683;en;The Reaping;13445697;Village Roadshow Pictures;05/04/2007 00:00;62771059;99;The Reaping;54;205;;;;;;;2007;4
500000; Drama; Crime;;203;en;Mean Streets;17002096;Scorsese Productions;02/10/1973 00:00;3000000;110;Mean Streets;72;345;;;;;;;1973;10
40000000; Comedy; War;;11858;en;Renaissance Man;;;;;;;;;;;;;;;;
40000000; Action; Thriller; Crime;62835;en;Colombiana;33785969;TF1 Films Production;27/07/2011 00:00;60965854;108;Colombiana;65;824;;;;;;;2011;7
40000000; Fantasy; Animation; Drama;18937;en;Quest for Camelot;16059443;Warner Bros.;15/05/1998 00:00;38172500;86;Quest for Camelot;69;190;;;;;;;1998;5
40000000; Crime; Drama; Mystery;13536;en;City By The Sea;3476966;Warner Bros. Pictures;06/09/2002 00:00;22433915;108;City By The Sea;57;92;;;;;;;2002;9
0; Drama; Romance;;15556;en;At First Sight;5778724;Metro-Goldwyn-Mayer (MGM);15/01/1999 00:00;0;128;At First Sight;59;48;;;;;;;1999;1
40000000; Action;;;10718;en;Torque;7360793;Village Roadshow Pictures;16/01/2004 00:00;46546197;84;Torque;47;119;;;;;;;2004;1
0; Drama; Thriller;;11062;en;City Hall;3621837;Columbia Pictures;16/02/1996 00:00;0;111;City Hall;60;67;;;;;;;1996;2
45000000; Drama;;;10802;en;Showgirls;14513305;United Artists;22/09/1995 00:00;20350754;128;Showgirls;49;256;;;;;;;1995;9
40000000; Drama; History;;1887;en;Marie Antoinette;22364549;American Zoetrope;24/05/2006 00:00;60474340;123;Marie Antoinette;65;642;;;;;;;2006;5
40000000; Action; Crime; Drama;6071;en;Kiss of Death;690894;Twentieth Century Fox Film Corporation;21/04/1995 00:00;0;101;Kiss of Death;57;81;;;;;;;1995;4
63600000; Action; Drama; Thriller;10461;en;Get Carter;4494788;Franchise Pictures;06/10/2000 00:00;19412993;102;Get Carter;48;145;;;;;;;2000;10
42000000; Thriller; Drama;;80278;en;Lo imposible;47559928;Summit Entertainment;09/09/2012 00:00;180274123;113;The Impossible;70;2025;;;;;;;2012;9
55000000; Action; Adventure; Comedy;12704;en;Ishtar;2410546;Columbia Pictures;15/05/1987 00:00;14375181;107;Ishtar;42;28;;;;;;;1987;5
40000000; Adventure; Animation; Comedy;10315;en;Fantastic Mr. Fox;41258956;Twentieth Century Fox Film Corporation;23/10/2009 00:00;46471023;87;Fantastic Mr. Fox;75;1176;;;;;;;2009;10
40000000; Comedy; Drama; Romance;16643;en;Life or Something Like It;8980846;Regency Enterprises;26/04/2002 00:00;16872671;103;Life or Something Like It;57;124;;;;;;;2002;4
40000000; Comedy; Fantasy; Science Fiction;2687;en;Memoirs of an Invisible Man;7222985;Regency Enterprises;28/02/1992 00:00;14358033;99;Memoirs of an Invisible Man;57;125;;;;;;;1992;2
10000000; Comedy; Romance;;194;fr;Le fabuleux destin d'Amélie Poulain;73720244;France 3 Cin\u00e9ma;25/04/2001 00:00;173921954;122;Amélie;78;3310;;;;;;;2001;4
0; Comedy;;;11025;en;New York Minute;100403;DiNovi Pictures;01/05/2004 00:00;0;91;New York Minute;55;185;;;;;;;2004;5
60000000; Comedy;;;8849;en;Alfie;15219263;Paramount Pictures;22/10/2004 00:00;13395939;103;Alfie;56;248;;;;;;;2004;10
40000000; Adventure; Drama; Romance;78698;en;Big Miracle;8303696;Universal Pictures;02/02/2012 00:00;24719215;107;Big Miracle;66;152;;;;;;;2012;2
38000000; Drama; Mystery;;30943;en;The Deep End of the Ocean;4746085;Columbia Pictures Corporation;12/03/1999 00:00;28121100;106;The Deep End of the Ocean;59;54;;;;;;;1999;3
40000000; Horror; Thriller;;9544;en;FearDotCom;6756886;Milagro Films;09/08/2002 00:00;18902015;101;FearDotCom;32;105;;;;;;;2002;8
40000000; Adventure; Fantasy; Action;24418;en;Cirque du Freak: The Vampire's Assistant;16424807;Universal Pictures;23/10/2009 00:00;28169671;109;Cirque du Freak: The Vampire's Assistant;55;348;;;;;;;2009;10
40000000; Action; Comedy; Thriller;7288;en;Duplex;15590001;Miramax Films;26/09/2003 00:00;19322135;89;Duplex;59;482;;;;;;;2003;9
0; Comedy; Music;;14655;en;Soul Men;5483671;Dimension Films;07/11/2008 00:00;0;103;Soul Men;63;47;;;;;;;2008;11
0; Action; Drama; Thriller;24575;en;Raise the Titanic;1630541;ITC Entertainment;01/01/1980 00:00;0;115;Raise the Titanic;52;21;;;;;;;1980;1
45000000; Action; Science Fiction;;10366;en;Universal Soldier: The Return;14566664;TriStar Pictures;05/08/1999 00:00;10667893;82;Universal Soldier: The Return;42;135;;;;;;;1999;8
33000000; Action; Horror; Mystery;19898;en;Pandorum;28353517;Impact Pictures;08/09/2009 00:00;20645327;108;Pandorum;65;774;;;;;;;2009;9
40000000; Action; Science Fiction; Thriller;4965;en;Impostor;9579975;Dimension Films;03/12/2001 00:00;0;102;Impostor;61;135;;;;;;;2001;12
40000000; Action; Adventure; Drama;15074;en;Extreme Ops;2911819;Paramount Pictures;27/11/2002 00:00;10959475;93;Extreme Ops;50;28;;;;;;;2002;11
0; Comedy; Fantasy; Science Fiction;56715;en;Just Visiting;10844882;Gaumont;06/04/2001 00:00;0;88;Just Visiting;48;171;;;;;;;2001;4
50000000; Science Fiction; Thriller;;1272;en;Sunshine;51502884;DNA Films;05/04/2007 00:00;32017803;107;Sunshine;70;1182;;;;;;;2007;4
40000000; Drama; Comedy;;72358;en;A Thousand Words;13119133;Paramount Pictures;07/03/2012 00:00;22044277;91;A Thousand Words;60;373;;;;;;;2012;3
40000000; Adventure; Fantasy; Animation;20542;en;Delgo;4238482;Fathom Studios;12/12/2008 00:00;0;94;Delgo;54;15;;;;;;;2008;12
40000000; Action; Drama; Crime;266396;en;The Gunman;26935458;StudioCanal;16/02/2015 00:00;13644292;115;The Gunman;55;392;;;;;;;2015;2
40000000; Adventure; Action; Family;9978;en;Stormbreaker;16282962;Isle of Man Film;21/07/2006 00:00;23937870;93;Stormbreaker;51;213;;;;;;;2006;7
20000000; Thriller; Drama; Mystery;8271;en;Disturbia;31690456;Paramount Pictures;12/04/2007 00:00;117760134;105;Disturbia;66;1006;;;;;;;2007;4
20000000; Action; Crime; Thriller;10428;en;Hackers;17842246;United Artists;14/09/1995 00:00;7563728;107;Hackers;62;398;;;;;;;1995;9
0; Action; Adventure; Thriller;5353;en;The Hunting Party;8048305;Intermedia Films;03/09/2007 00:00;0;101;The Hunting Party;66;96;;;;;;;2007;9
30000000; Comedy; Drama;;11934;en;The Hudsucker Proxy;14188982;PolyGram Filmed Entertainment;11/03/1994 00:00;0;111;The Hudsucker Proxy;71;275;;;;;;;1994;3
40000000; Action; Drama; History;14392;zh;投名狀;6884467;Applause Pictures;12/12/2007 00:00;0;126;The Warlords;63;83;;;;;;;2007;12
25000000; Action; History; War;19495;en;Nomad;8212018;Wild Bunch;17/07/2005 00:00;0;112;Nomad: The Warrior;43;17;;;;;;;2005;7
39200000; Action; Science Fiction; Drama;110415;ko;Snowpiercer;64238688;CJ Entertainment;01/08/2013 00:00;86758912;126;Snowpiercer;67;2854;;;;;;;2013;8
25000000; Adventure; Animation; Comedy;77459;fr;Un monstre à Paris;17375562;Europa Corp;12/10/2011 00:00;0;90;A Monster in Paris;65;313;;;;;;;2011;10
0; Action; Comedy;;26486;en;The Last Shot;67698;Touchstone Pictures;24/09/2004 00:00;0;90;The Last Shot;59;15;;;;;;;2004;9
15000000; Fantasy; Action; Thriller;9495;en;The Crow;44690107;Miramax Films;11/05/1994 00:00;94000000;102;The Crow;73;953;;;;;;;1994;5
40000000; Action; Adventure; War;256040;te;Baahubali: The Beginning;16254032;Arka Media Works;10/07/2015 00:00;100000000;159;Baahubali: The Beginning;75;135;;;;;;;2015;7
39000000; Drama; Romance; Fantasy;24420;en;The Time Traveler's Wife;37492928;New Line Cinema;14/08/2009 00:00;101229792;107;The Time Traveler's Wife;67;798;;;;;;;2009;8
0; Comedy;;;1257;en;Because I Said So;18678415;Universal Pictures;02/02/2007 00:00;69485490;102;Because I Said So;58;191;;;;;;;2007;2
39000000; Animation; Comedy; Family;62214;en;Frankenweenie;27908783;Tim Burton Productions;04/10/2012 00:00;35287788;87;Frankenweenie;66;932;;;;;;;2012;10
39000000; Science Fiction; Action; Adventure;16320;en;Serenity;45388937;Universal Pictures;25/08/2005 00:00;38869464;119;Serenity;74;1264;;;;;;;2005;8
39000000; Romance; Drama;;8842;en;Against the Ropes;2817364;Paramount Pictures;20/02/2004 00:00;6614280;106;Against the Ropes;45;32;;;;;;;2004;2
39000000; Comedy; Action; Adventure;9531;en;Superman III;22164202;Warner Bros.;17/06/1983 00:00;75850624;125;Superman III;53;490;;;;;;;1983;6
40000000; Comedy;;;64807;en;Grudge Match;21362949;Gerber Pictures;25/12/2013 00:00;44907260;113;Grudge Match;60;433;;;;;;;2013;12
80341000; Adventure; Drama; Action;12289;zh;Chi bi;148375;Metropolitan Filmexport;10/07/2008 00:00;127814609;150;Red Cliff;71;205;;;;;;;2008;7
30000000; Comedy; Romance;;11529;en;Sweet Home Alabama;18256028;Touchstone Pictures;26/09/2002 00:00;180622424;108;Sweet Home Alabama;60;394;;;;;;;2002;9
38000000; Comedy; Romance;;20943;en;The Ugly Truth;22332927;Lakeshore Entertainment;24/07/2009 00:00;205298907;96;The Ugly Truth;64;972;;;;;;;2009;7
0; Comedy; Family;;9099;en;Sgt. Bilko;5417787;Imagine Entertainment;29/03/1996 00:00;0;90;Sgt. Bilko;55;94;;;;;;;1996;3
38000000; Action; Adventure; Family;9488;en;Spy Kids 2: The Island of Lost Dreams;24085144;Dimension Films;07/08/2002 00:00;119723358;100;Spy Kids 2: The Island of Lost Dreams;53;521;;;;;;;2002;8
38000000; Science Fiction; Action; Adventure;193;en;Star Trek: Generations;14779041;Paramount Pictures;17/11/1994 00:00;120000000;118;Star Trek: Generations;64;452;;;;;;;1994;11
3860000; Action; Drama; History;44865;zh;一代宗師;19947265;The Weinstein Company;08/01/2013 00:00;64076736;130;The Grandmaster;63;273;;;;;;;2013;1
38000000; Drama; Romance;;55787;en;Water for Elephants;16801218;Ingenious Media;15/03/2011 00:00;114156230;120;Water for Elephants;67;850;;;;;;;2011;3
40000000; Adventure; Family; Fantasy;257932;zh;Dragon Nest: Warriors' Dawn;5057695;Mili Pictures;20/05/2014 00:00;0;88;Dragon Nest: Warriors' Dawn;68;19;;;;;;;2014;5
50000000; Drama;;;10400;en;The Hurricane;20825781;Universal Pictures;17/09/1999 00:00;73956241;146;The Hurricane;72;396;;;;;;;1999;9
38000000; Drama; Thriller;;1957;en;Enough;11500783;Winkler Films;24/05/2002 00:00;51801187;114;Enough;62;264;;;;;;;2002;5
35000000; Crime; Comedy; Romance;10833;en;Heartbreakers;13932203;Davis Entertainment;23/03/2001 00:00;0;123;Heartbreakers;57;254;;;;;;;2001;3
38000000; Action; Comedy; Family;256961;en;Paul Blart: Mall Cop 2;41258487;Columbia Pictures;16/04/2015 00:00;107597242;94;Paul Blart: Mall Cop 2;50;567;;;;;;;2015;4
53000000; Drama; Romance; Thriller;5852;en;Angel Eyes;6454634;Epsilon Motion Pictures;15/05/2001 00:00;29700000;102;Angel Eyes;56;88;;;;;;;2001;5
38000000; Comedy;;;12312;en;Joe Somebody;5257009;Regency Enterprises;21/12/2001 00:00;0;99;Joe Somebody;55;40;;;;;;;2001;12
38000000; Horror; Mystery; Thriller;622;en;The Ninth Gate;30359164;Bac Films;24/08/1999 00:00;58401898;133;The Ninth Gate;63;756;;;;;;;1999;8
38000000; Drama; Thriller;;11306;en;Extreme Measures;3426555;Columbia Pictures;27/09/1996 00:00;17380126;118;Extreme Measures;57;80;;;;;;;1996;9
57000000; Music; Drama; Comedy;12508;en;Rock Star;1160815;Bel Air Entertainment;04/09/2001 00:00;16991902;105;Rock Star;60;190;;;;;;;2001;9
10000000; Drama;;;25793;en;Precious;;;;;;;;;;;;;;;;
38000000; Action; Drama;;10534;en;White Squall;10047579;Hollywood Pictures;02/02/1996 00:00;10300000;129;White Squall;63;86;;;;;;;1996;2
15000000; Horror; Mystery; Science Fiction;1091;en;The Thing;52731379;Universal Pictures;25/06/1982 00:00;19629760;109;The Thing;78;1588;;;;;;;1982;6
38000000; Science Fiction; Action; Thriller;87421;en;Riddick;46630062;One Race Productions;02/09/2013 00:00;98337295;119;Riddick;62;2035;;;;;;;2013;9
37000000; Action; Adventure; Mystery;10871;en;Switchback;4131546;Paramount Pictures;31/10/1997 00:00;6482195;118;Switchback;58;52;;;;;;;1997;10
0; Action; Western;;13503;en;Texas Rangers;5641978;Dimension Films;30/11/2001 00:00;0;110;Texas Rangers;54;19;;;;;;;2001;11
55000000; Adventure; Family; Fantasy;13600;en;City of Ember;23465539;Playtone;07/10/2008 00:00;17869048;90;City of Ember;62;605;;;;;;;2008;10
32000000; Drama;;;68722;en;The Master;25682509;Ghoulardi Film Company;07/09/2012 00:00;28258060;137;The Master;70;701;;;;;;;2012;9
38000000; Adventure; Action; Comedy;14324;en;Virgin Territory;6760922;Ingenious Film Partners;17/12/2007 00:00;5410749;93;Virgin Territory;43;75;;;;;;;2007;12
40000000; Drama;;;14325;en;The Express;387823;Davis Entertainment;10/10/2008 00:00;9793496;130;The Express;71;71;;;;;;;2008;10
38000000; Adventure; Science Fiction;;299687;en;The 5th Wave;57889964;Columbia Pictures;14/01/2016 00:00;109906372;112;The 5th Wave;56;1945;;;;;;;2016;1
37000000; Drama;;;312221;en;Creed;57773583;New Line Cinema;25/11/2015 00:00;173567581;133;Creed;73;1915;;;;;;;2015;11
37000000; Crime; Drama; Thriller;23168;en;The Town;24218358;Legendary Pictures;15/09/2010 00:00;154026136;125;The Town;70;1468;;;;;;;2010;9
40000000; Romance; Comedy; Drama;76494;en;What to Expect When You're Expecting;;;;;;;;;;;;;;;;
37000000; Comedy; Drama;;4944;en;Burn After Reading;31941347;Mike Zoss Productions;05/09/2008 00:00;163720069;96;Burn After Reading;65;1222;;;;;;;2008;9
37000000; Adventure; Comedy; Family;10488;en;Nim's Island;14353279;Walden Media;03/04/2008 00:00;100076342;96;Nim's Island;56;330;;;;;;;2008;4
38000000; Drama; Action;;96721;en;Rush;33003828;Revolution Films;02/09/2013 00:00;90247624;123;Rush;77;2277;;;;;;;2013;9
37000000; Drama;;;334;en;Magnolia;30993736;New Line Cinema;08/12/1999 00:00;48451803;188;Magnolia;75;825;;;;;;;1999;12
30000000; Action; Comedy; Crime;23742;en;Cop Out;25825771;Warner Bros.;26/02/2010 00:00;55583804;107;Cop Out;53;511;;;;;;;2010;2
38000000; Comedy; Romance;;259694;en;How to Be Single;46078371;New Line Cinema;21/01/2016 00:00;112343513;110;How to Be Single;59;1201;;;;;;;2016;1
37000000; Drama; Family;;62837;en;Dolphin Tale;663839;Alcon Entertainment;23/09/2011 00:00;95404397;113;Dolphin Tale;67;163;;;;;;;2011;9
37000000; Adventure; Fantasy; Drama;8966;en;Twilight;127084938;Summit Entertainment;20/11/2008 00:00;392616625;122;Twilight;58;3561;;;;;;;2008;11
36000000; Drama; Thriller; Crime;8470;en;John Q;27465433;New Line Cinema;15/02/2002 00:00;102244770;116;John Q;70;594;;;;;;;2002;2
65000000; Action; Comedy; Crime;11001;en;Blue Streak;16865782;Columbia Pictures;17/09/1999 00:00;117758500;93;Blue Streak;61;352;;;;;;;1999;9
37000000; Comedy; Crime;;138832;en;We're the Millers;100348805;New Line Cinema;07/08/2013 00:00;269994119;110;We're the Millers;68;2972;;;;;;;2013;8
36500000; Action; Fantasy; Science Fiction;16911;ru;Obitaemyy Ostrov;2785832;Art Pictures Studio;18/12/2008 00:00;21834845;115;The Inhabited Island;53;23;;;;;;;2008;12
36000000; Drama; Action; Thriller;2163;en;Breakdown;9176339;Paramount Pictures;02/05/1997 00:00;50159144;95;Breakdown;66;198;;;;;;;1997;5
36000000; Adventure; Action; Thriller;36670;en;Never Say Never Again;23380757;PSO International;07/10/1983 00:00;160000000;134;Never Say Never Again;58;338;;;;;;;1983;10
36000000; Science Fiction; Comedy; Adventure;23048;en;Hot Tub Time Machine;33926473;United Artists;26/03/2010 00:00;64572262;101;Hot Tub Time Machine;60;894;;;;;;;2010;3
36000000; Family; Drama;;227735;en;Dolphin Tale 2;6967857;Alcon Entertainment;12/09/2014 00:00;52424533;107;Dolphin Tale 2;67;96;;;;;;;2014;9
42000000; Thriller;;;2155;en;Reindeer Games;11470135;Dimension Films;25/02/2000 00:00;32168970;124;Reindeer Games;54;173;;;;;;;2000;2
36000000; Action; Drama;;8409;en;A Man Apart;19854932;New Line Cinema;04/04/2003 00:00;44350926;109;A Man Apart;58;258;;;;;;;2003;4
37000000; Drama; Comedy; Romance;222936;en;Aloha;29652536;Scott Rudin Productions;27/05/2015 00:00;26250020;105;Aloha;52;692;;;;;;;2015;5
0; History; Drama;;31908;en;Ghosts of Mississippi;8102925;Columbia Pictures;20/12/1996 00:00;0;130;Ghosts of Mississippi;62;40;;;;;;;1996;12
0; Drama; Romance;;10219;en;Snow Falling on Cedars;279483;Universal Pictures;22/12/1999 00:00;0;127;Snow Falling on Cedars;63;32;;;;;;;1999;12
37000000; Drama; Thriller; Horror;48171;en;The Rite;11492474;New Line Cinema;28/01/2011 00:00;96047633;114;The Rite;58;556;;;;;;;2011;1
36000000; Thriller; Science Fiction; Mystery;782;en;Gattaca;70398356;Columbia Pictures;07/09/1997 00:00;12532777;106;Gattaca;75;1808;;;;;;;1997;9
36000000; Drama; Comedy;;75531;de;Isn't She Great;1068453;Universal Pictures;28/01/2000 00:00;3003296;95;Isn't She Great;46;14;;;;;;;2000;1
37000000; Animation; Family;;11802;en;Space Chimps;6293217;Starz Media;17/07/2008 00:00;63800345;81;Space Chimps;52;99;;;;;;;2008;7
0; Comedy;;;9776;en;Head of State;3457194;DreamWorks SKG;01/01/2003 00:00;0;95;Head of State;53;71;;;;;;;2003;1
35000000; Comedy;;;18785;en;The Hangover;8221166;Legendary Pictures;05/06/2009 00:00;459270619;100;The Hangover;72;6173;;;;;;;2009;6
36000000; Action; Drama; History;365222;cn;葉問3;19167377;Mandarin Films Distribution Co.;19/12/2015 00:00;156844753;105;Ip Man 3;65;379;;;;;;;2015;12
33000000; Adventure; Comedy; Crime;817;en;Austin Powers: The Spy Who Shagged Me;18316151;New Line Cinema;08/06/1999 00:00;310940086;95;Austin Powers: The Spy Who Shagged Me;62;1011;;;;;;;1999;6
35000000; Fantasy; Action;;268;en;Batman;44104469;PolyGram Filmed Entertainment;23/06/1989 00:00;411348924;126;Batman;70;2096;;;;;;;1989;6
0; Drama;;;45054;en;There Be Dragons;6668679;[];25/03/2011 00:00;0;112;There Be Dragons;59;27;;;;;;;2011;3
35000000; Adventure; Action; Comedy;943;en;Lethal Weapon 3;36172182;Silver Pictures;15/05/1992 00:00;321731527;118;Lethal Weapon 3;64;811;;;;;;;1992;5
29000000; Drama;;;22881;en;The Blind Side;25767395;Alcon Entertainment;20/11/2009 00:00;309208309;129;The Blind Side;72;1597;;;;;;;2009;11
35000000; Action; Comedy; Family;10054;en;Spy Kids;21543389;Dimension Films;18/03/2001 00:00;147934180;88;Spy Kids;55;867;;;;;;;2001;3
35000000; Comedy; Crime;;51540;en;Horrible Bosses;50309843;New Line Cinema;08/07/2011 00:00;117000000;98;Horrible Bosses;65;2277;;;;;;;2011;7
38000000; Drama; Adventure; Western;44264;en;True Grit;49292384;Paramount Pictures;22/12/2010 00:00;252276927;110;True Grit;72;1668;;;;;;;2010;12
35000000; Comedy; Drama; Romance;350;en;The Devil Wears Prada;83893257;Twentieth Century Fox Film Corporation;30/06/2006 00:00;326551094;109;The Devil Wears Prada;70;3088;;;;;;;2006;6
35000000; Science Fiction; Adventure; Mystery;152;en;Star Trek: The Motion Picture;24616634;Paramount Pictures;06/12/1979 00:00;139000000;132;Star Trek: The Motion Picture;62;530;;;;;;;1979;12
35000000; Comedy; Crime;;109431;en;Identity Thief;34005726;Stuber Productions;07/02/2013 00:00;173965010;111;Identity Thief;56;1645;;;;;;;2013;2
35000000; Crime; Thriller;;1598;en;Cape Fear;27714043;Universal Pictures;15/11/1991 00:00;182300000;128;Cape Fear;70;675;;;;;;;1991;11
35000000; Drama; Crime;;8065;en;21;45149948;Columbia Pictures;27/03/2008 00:00;69823199;123;21;65;1375;;;;;;;2008;3
35000000; Comedy;;;271718;en;Trainwreck;72774941;Universal Pictures;17/07/2015 00:00;140795793;125;Trainwreck;59;1181;;;;;;;2015;7
35000000; Comedy; Romance;;11638;en;Guess Who;374263;Columbia Pictures;25/03/2005 00:00;68915888;105;Guess Who;55;225;;;;;;;2005;3
27000000; Drama; Romance; War;409;en;The English Patient;29381878;Miramax Films;14/11/1996 00:00;231976425;162;The English Patient;70;542;;;;;;;1996;11
35000000; Crime; Drama; Mystery;2118;en;L.A. Confidential;24860326;Regency Enterprises;19/09/1997 00:00;126216940;138;L.A. Confidential;77;1310;;;;;;;1997;9
35000000; Adventure; Comedy; Family;11459;en;Sky High;11041659;Walt Disney Pictures;29/07/2005 00:00;86369815;100;Sky High;58;550;;;;;;;2005;7
35000000; Comedy; Romance;;10806;en;In & Out;11897925;Paramount Pictures;10/09/1997 00:00;0;90;In & Out;63;177;;;;;;;1997;9
35000000; Science Fiction; Horror; Action;9348;en;Species;23607071;Metro-Goldwyn-Mayer (MGM);07/07/1995 00:00;113374103;108;Species;55;453;;;;;;;1995;7
1800000; Horror;;;377;en;A Nightmare on Elm Street;38204158;New Line Cinema;14/11/1984 00:00;25504513;91;A Nightmare on Elm Street;72;1180;;;;;;;1984;11
33000000; Horror; Science Fiction; Thriller;8843;en;The Cell;25413955;New Line Cinema;17/08/2000 00:00;104155843;107;The Cell;60;436;;;;;;;2000;8
0; Action; Adventure; Drama;9313;en;The Man in the Iron Mask;2898027;United Artists Corporation;12/03/1998 00:00;0;132;The Man in the Iron Mask;63;1018;;;;;;;1998;3
35000000; Drama;;;39486;en;Secretariat;9525037;Walt Disney Pictures;20/08/2010 00:00;60251371;123;Secretariat;68;103;;;;;;;2010;8
34000000; Adventure; Animation; Comedy;1273;en;TMNT;1839217;The Weinstein Company;23/03/2007 00:00;95608995;90;TMNT;60;345;;;;;;;2007;3
32000000; Drama;;;13920;en;Radio;9254647;Revolution Studios;24/10/2003 00:00;52277485;109;Radio;68;141;;;;;;;2003;10
35000000; Romance; Comedy;;50544;en;Friends with Benefits;40526587;Castle Rock Entertainment;21/07/2011 00:00;150483765;109;Friends with Benefits;65;2237;;;;;;;2011;7
35000000; Comedy;;;325133;en;Neighbors 2: Sorority Rising;50179171;Universal Pictures;04/05/2016 00:00;108758521;91;Neighbors 2: Sorority Rising;56;1462;;;;;;;2016;5
35000000; Comedy; Drama; History;140823;en;Saving Mr. Banks;31957947;Walt Disney Pictures;16/11/2013 00:00;112544580;125;Saving Mr. Banks;73;1226;;;;;;;2013;11
34000000; Drama; History;;1883;en;Malcolm X;19822791;JVC Entertainment;18/11/1992 00:00;48169908;202;Malcolm X;72;370;;;;;;;1992;11
35000000; Comedy;;;89492;en;This Is 40;38429648;Apatow Productions;20/12/2012 00:00;88058786;134;This Is 40;56;896;;;;;;;2012;12
35000000; Comedy; Family;;22949;en;Old Dogs;;;;;;;;;;;;;;;;
35000000; Fantasy; Action; Adventure;12437;en;Underworld: Rise of the Lycans;51927471;Lakeshore Entertainment;22/01/2009 00:00;91353501;92;Underworld: Rise of the Lycans;62;1428;;;;;;;2009;1
35000000; Comedy;;;2959;en;License to Wed;14503568;Village Roadshow Pictures;04/07/2007 00:00;69307224;91;License to Wed;52;253;;;;;;;2007;7
0; Comedy;;;9957;en;The Benchwarmers;674556;Columbia Pictures;07/04/2006 00:00;0;80;The Benchwarmers;52;242;;;;;;;2006;4
30000000; Comedy; Romance;;11648;en;Must Love Dogs;11120167;Team Todd;21/07/2005 00:00;58405313;98;Must Love Dogs;58;140;;;;;;;2005;7
35000000; Crime; Drama; Thriller;9366;en;Donnie Brasco;40370442;TriStar Pictures;27/02/1997 00:00;41954997;127;Donnie Brasco;74;1147;;;;;;;1997;2
33000000; Horror; Action; Science Fiction;1576;en;Resident Evil;40715623;Impact Pictures;15/03/2002 00:00;102984862;100;Resident Evil;64;2065;;;;;;;2002;3
10700000; Horror;;;609;en;Poltergeist;36230204;SLM Production Group;04/06/1982 00:00;122200000;114;Poltergeist;70;794;;;;;;;1982;6
0; Comedy; Crime; Thriller;5516;en;The Ladykillers;23666229;Mike Zoss Productions;25/03/2004 00:00;0;104;The Ladykillers;60;415;;;;;;;2004;3
35000000; Action;;;13051;en;Max Payne;25903237;Dune Entertainment;15/10/2008 00:00;85416905;100;Max Payne;52;613;;;;;;;2008;10
40000000; Action; Thriller; Science Fiction;49530;en;In Time;60231382;Regency Enterprises;27/10/2011 00:00;173930596;109;In Time;67;3417;;;;;;;2011;10
35000000; Comedy; Romance;;34806;en;The Back-Up Plan;1838292;Escape Artists;23/04/2010 00:00;77477008;106;The Back-Up Plan;57;458;;;;;;;2010;4
35000000; Comedy; Drama; Romance;49022;en;Something Borrowed;14029012;Alcon Entertainment;05/05/2011 00:00;59901913;112;Something Borrowed;59;296;;;;;;;2011;5
0; Adventure; Comedy; Fantasy;11469;en;Black Knight;15913783;Twentieth Century Fox Film Corporation;21/11/2001 00:00;0;95;Black Knight;51;287;;;;;;;2001;11
35000000; Comedy; Family;;23479;en;The Bad News Bears;6889633;Paramount Pictures;07/04/1976 00:00;35323292;102;The Bad News Bears;69;97;;;;;;;1976;4
35000000; Action; Adventure; Thriller;11667;en;Street Fighter;19286099;Universal Pictures;22/12/1994 00:00;99423521;102;Street Fighter;41;325;;;;;;;1994;12
35000000; Drama; War;;423;en;The Pianist;50587541;Bac Films;24/09/2002 00:00;120072577;150;The Pianist;80;1864;;;;;;;2002;9
35000000; Drama; History;;2447;en;The Nativity Story;3721272;New Line Cinema;01/12/2006 00:00;0;101;The Nativity Story;64;35;;;;;;;2006;12
40000000; Horror;;;10066;en;House of Wax;17157738;Village Roadshow Pictures;30/04/2005 00:00;68766121;113;House of Wax;55;677;;;;;;;2005;4
27000000; Drama; Romance;;2288;en;Closer;22636908;Columbia Pictures;01/12/2004 00:00;115505027;104;Closer;67;811;;;;;;;2004;12
35000000; Drama; Crime; History;88794;en;J. Edgar;28069419;Imagine Entertainment;09/11/2011 00:00;84606030;137;J. Edgar;60;741;;;;;;;2011;11
35000000; Horror; Mystery; Thriller;13515;en;Mirrors;19774543;Regency Enterprises;15/08/2008 00:00;72436439;110;Mirrors;60;485;;;;;;;2008;8
35000000; Drama; Fantasy; Horror;11979;en;Queen of the Damned;11644243;Village Roadshow Pictures;10/02/2002 00:00;45479110;101;Queen of the Damned;54;239;;;;;;;2002;2
35000000; Science Fiction; Action; Thriller;169;en;Predator 2;27934978;Twentieth Century Fox Film Corporation;20/11/1990 00:00;57120318;108;Predator 2;59;730;;;;;;;1990;11
35000000; Drama;;;8090;en;Untraceable;;;;;;;;;;;;;;;;
